PMID,Year,DOI,PMC,Title,Status,Route,Attempts,Error,PDFPath
1792183,1991,10.1016/S0344-0338(11)81075-7,,Morphology of lymph nodes in the resected rectum of patients with rectal carcinoma.,archived,,0,2000年前，封存不爬取,
1799040,1991,,,[Computed tomography in the diagnosis of colorectal cancer].,archived,,0,2000年前，封存不爬取,
1843668,1991,,,[Biodistribution of murine XF-8 monoclonal antibody in patients with colonic cancer].,archived,,0,2000年前，封存不爬取,
1846697,1991,10.1055/s-2008-1033087,,[Correlation of the x-ray morphology with the histopathological staging and grading of colorectal cancer].,archived,,0,2000年前，封存不爬取,
1847798,1991,10.1001/archsurg.1991.01410270114018,,The use of a biodegradable mesh to prevent radiation-associated small-bowel injury.,archived,,0,2000年前，封存不爬取,
1854610,1991,10.1038/bjc.1991.252,PMC1977313,Angiotensin II as a potential method of targeting cytotoxic-loaded microspheres in patients with colorectal liver metastases.,archived,,0,2000年前，封存不爬取,
1859783,1991,,,Contrast material for computed tomography and magnetic resonance imaging of the gastrointestinal tract.,archived,,0,2000年前，封存不爬取,
1870955,1991,,,[Computed tomographic evaluation of thickness of perirectal fascia in rectal cancer treated by preoperative radiotherapy--diagnostic value for prediction of local recurrence].,archived,,0,2000年前，封存不爬取,
1873154,1991,,,[A new reconstructive model after total proctectomy].,archived,,0,2000年前，封存不爬取,
1875118,1991,10.1007/BF00300205,,Alterations in anorectal function after anterior resection for cancer of the rectum.,archived,,0,2000年前，封存不爬取,
1880564,1991,,,Assessment of response to cancer therapy using fluorine-18-fluorodeoxyglucose and positron emission tomography.,archived,,0,2000年前，封存不爬取,
1894710,1991,,,[Radiologic-surgical treatment of cancer of the rectum].,archived,,0,2000年前，封存不爬取,
1914737,1991,10.1007/BF02051063,,Predictive value of a negative computed tomographic scan in 100 patients with rectal carcinoma.,archived,,0,2000年前，封存不爬取,
1924789,1991,10.1148/radiology.181.2.1924789,,Rectal carcinoma: staging at MR imaging with endorectal surface coil. Work in progress.,archived,,0,2000年前，封存不爬取,
1964231,1990,,,"[Cell nucleus analyses on the heterogenicity, proliferation and metastasis of malignant tumors].",archived,,0,2000年前，封存不爬取,
2001338,1991,10.1016/s0936-6555(05)81036-2,,The sensitivity of human tissues to changes in dose fractionation: deductions from the RCR survey among UK radiotherapists.,archived,,0,2000年前，封存不爬取,
2004491,1991,10.1097/00003072-199102000-00010,,In-111 labeled monoclonal anti-carcinoembryonic antigen antibody (ZCE025) in the immunoscintigraphic imaging of metastatic antigen-producing adenocarcinomas.,archived,,0,2000年前，封存不爬取,
2004962,1991,10.1016/0360-3016(91)90031-x,,Decreasing gastrointestinal morbidity with the use of small bowel contrast during treatment planning for pelvic irradiation.,archived,,0,2000年前，封存不爬取,
2007350,1991,10.1007/BF02050593,,What affects continence after anterior resection of the rectum?,archived,,0,2000年前，封存不爬取,
2010308,1991,10.1016/0883-2897(91)90048-p,,Qualitative and quantitative kinetics of submucosally administered antibody fragments in patients with rectal carcinoma: the detection of lymph node metastasis in relation to local tracer diffusion.,archived,,0,2000年前，封存不爬取,
2034093,1991,,,[Diagnosis of tumors of the rectum using computerized tomography].,archived,,0,2000年前，封存不爬取,
2039134,1991,,,Anastomotic recurrence of carcinoma of the colon and rectum. The value of endoscopy and serum CEA levels.,archived,,0,2000年前，封存不爬取,
2040527,1991,10.1002/ijc.2910480306,,"Patients treated with a monoclonal antibody (ab1) to the colorectal carcinoma antigen 17-1A develop a cellular response (DTH) to the ""internal image of the antigen"" (ab2).",archived,,0,2000年前，封存不爬取,
2041400,1991,,,[Immunoscintigraphy with monoclonal antibody Tc99m BW 431/26 in the diagnosis of colorectal carcinoma].,archived,,0,2000年前，封存不爬取,
2056836,1991,,,[Double contrast colon radiography plus rectosigmoidoscopy. The combination method is necessary for the diagnosis of colorectal neoplasms].,archived,,0,2000年前，封存不爬取,
2060750,1991,,,[Can magnetic resonance imaging help to predict sphincter saving resection for low rectal cancers].,archived,,0,2000年前，封存不爬取,
2064292,1991,,,"[Evaluation of a 20 years' experience of colo-anal anastomoses. Indications, results and pitfalls].",archived,,0,2000年前，封存不爬取,
2066784,1991,,,Anti-carcinoembryonic antigen immunoscintigraphy (technetium-99m-monoclonal antibody BW 431/26) and serum CEA levels in patients with suspected primary and recurrent colorectal carcinoma.,archived,,0,2000年前，封存不爬取,
2068294,1991,10.1148/radiology.180.2.2068294,,Hepatic colorectal metastases: correlation of MR imaging and pathologic appearance.,archived,,0,2000年前，封存不爬取,
2077134,1990,10.1111/j.1365-2788.1990.tb01558.x,,Rectal polyposis in tuberous sclerosis.,archived,,0,2000年前，封存不爬取,
2090187,1990,10.1155/1990/87874,PMC2442975,The role of CEA and liver function tests in the detection of hepatic metastases from colo-rectal cancer.,archived,,0,2000年前，封存不爬取,
2115813,1990,,,[Intra-arterial chemotherapy in inoperable and recurrent rectal tumors].,archived,,0,2000年前，封存不爬取,
2183978,1990,10.1007/BF02156266,,Progress in the assessment of lymphatic spread in rectal cancer. Rectal endoscopic lymphoscintigraphy.,archived,,0,2000年前，封存不爬取,
2188307,1990,10.1148/radiographics.10.3.2188307,,CT of malignant anal canal tumors.,archived,,0,2000年前，封存不爬取,
2208914,1990,,,[Initial experience with the use of oral gadolinium-DTPA in nuclear magnetic resonance tomography of the pelvis].,archived,,0,2000年前，封存不爬取,
2213699,1990,,,[Comparative study of MRI and x-ray computed tomography in the preoperative evaluation of rectal carcinoma].,archived,,0,2000年前，封存不爬取,
2214218,1990,,,[CT in colon cancer].,archived,,0,2000年前，封存不爬取,
2217794,1990,10.1148/radiology.177.2.2217794,,Rectal carcinoma: CT staging with water as contrast medium.,archived,,0,2000年前，封存不爬取,
2219505,1990,,,[Rectoscopy and Hemoccult II in irritable colon. A prospective study].,archived,,0,2000年前，封存不爬取,
2238957,1990,,,[The value of positron emission tomography in the diagnosis of recurrent rectal cancer].,archived,,0,2000年前，封存不爬取,
2242119,1990,10.1007/BF00298474,,Is there a preference for different ways of performing faecal occult blood tests?,archived,,0,2000年前，封存不爬取,
2242746,1990,10.1055/s-2007-1012857,,Rectal pseudotumor due to Chlamydia trachomatis in a male homosexual.,archived,,0,2000年前，封存不爬取,
2244018,1990,10.1016/0167-8140(90)90111-9,,Dose-volume correlation in radiation-related late small-bowel complications: a clinical study.,archived,,0,2000年前，封存不爬取,
2245571,1990,10.1016/s0009-9260(05)82148-8,,The accuracy of computed tomography of the liver in colo-rectal carcinoma.,archived,,0,2000年前，封存不爬取,
2254116,1990,10.1016/0360-3016(90)90234-b,,Combined chemotherapy--radiotherapy of anal cancer.,archived,,0,2000年前，封存不爬取,
2255823,1990,10.3109/02813439008994954,,Proctosigmoidoscopy in primary health care.,archived,,0,2000年前，封存不爬取,
2259762,1990,10.1148/radiographics.10.6.2259762,,Carcinoids of the gastrointestinal tract.,archived,,0,2000年前，封存不爬取,
2267383,1990,,,[Opaque enema and radiography of defecation in the pre- and postoperative morpho-functional evaluation of rectal neoplasms].,archived,,0,2000年前，封存不爬取,
2278782,1990,,,Computed tomography of the urinary bladder shortly after radiation therapy for rectal carcinoma.,archived,,0,2000年前，封存不爬取,
2281647,1990,,,[Radionuclide visualization of cancer of the large intestine using antibodies to intestinal antigen beta-1 MA].,archived,,0,2000年前，封存不爬取,
2286396,1990,,,"[Pelvic carcinomatous neuropathy: clinical, radiologic, therapeutic implications].",archived,,0,2000年前，封存不爬取,
2294807,1990,,,Postoperative surveillance of patients with carcinoma of the colon and rectum.,archived,,0,2000年前，封存不爬取,
2296605,1990,10.1073/pnas.87.1.492,PMC53290,Tumor trapping of 5-fluorouracil: in vivo 19F NMR spectroscopic pharmacokinetics in tumor-bearing humans and rabbits.,archived,,0,2000年前，封存不爬取,
2300889,1990,,,Quantification of subcutaneous fibrosis after combined photon neutron therapy.,archived,,0,2000年前，封存不爬取,
2300891,1990,,,Photon-neutron therapy for recurrent colorectal cancer--follow up and preliminary results.,archived,,0,2000年前，封存不爬取,
2302062,1990,10.1001/archsurg.1990.01410140104017,,Indium 111 ZCE-025 immunoscintigraphy in occult recurrent colorectal cancer with elevated carcinoembryonic antigen level.,archived,,0,2000年前，封存不爬取,
2306185,1990,10.1001/archsurg.1990.01410150107019,,Comparison of magnetic resonance imaging and computed tomography in the preoperative staging of rectal cancer.,archived,,0,2000年前，封存不爬取,
2313926,1990,,,[MRI of lymphedema using short-TI-IR (STIR)].,archived,,0,2000年前，封存不爬取,
2315476,1990,10.1148/radiology.175.1.2315476,,"In-111-labeled monoclonal antibody immunoscintigraphy in colorectal carcinoma: safety, sensitivity, and preliminary clinical results.",archived,,0,2000年前，封存不爬取,
2320873,1990,,,[Methodologic optimization of computerized tomography diagnosis of the large intestine].,archived,,0,2000年前，封存不爬取,
2323277,1990,10.1007/BF02055469,,A prospective study of the accuracy of preoperative computed tomographic staging of patients with biopsy-proven rectal carcinoma.,archived,,0,2000年前，封存不爬取,
2326737,1990,,,[In vivo determination of tumor volume: what does a CT-based calculation mean in recurrences of rectal carcinoma?].,archived,,0,2000年前，封存不爬取,
2329866,1990,,,[Clinical application of radioimmunolocalization in colorectal cancer].,archived,,0,2000年前，封存不爬取,
2334018,1990,10.1016/s0002-9610(05)81260-7,,Combined chemotherapy and radiotherapy for carcinomas of the anus.,archived,,0,2000年前，封存不爬取,
2336014,1990,,,[Experimental studies of the possibilities of radioimmunodetection of cancer of the large intestine by subcutaneous administration of iodinated antibodies to intestinal antigen beta1-MA].,archived,,0,2000年前，封存不爬取,
2343132,1990,10.1148/radiology.175.3.2343132,,Postirradiation changes in the pelvis: assessment with MR imaging.,archived,,0,2000年前，封存不爬取,
2359854,1990,,,[MR in rectal cancer recurrences].,archived,,0,2000年前，封存不爬取,
2382027,1990,,,[Extra-abdominal spread of pelvic neoplasms. CT evaluation and radiotherapeutic implications].,archived,,0,2000年前，封存不爬取,
2389014,1990,10.1148/radiology.176.3.2389014,,Body MR imaging and the local staging of neoplasms.,archived,,0,2000年前，封存不爬取,
2389016,1990,10.1148/radiology.176.3.2389016,,Preoperative staging of rectal carcinoma with MR imaging: surgical and histopathologic correlation.,archived,,0,2000年前，封存不爬取,
2391887,1990,,,[Informative value of special examinations in establishing spreading of sigmoid colon and rectal cancer].,archived,,0,2000年前，封存不爬取,
2399313,1990,10.1148/radiology.177.1.2399313,,Internal hemorrhoids: diagnosis with double-contrast barium enema examinations.,archived,,0,2000年前，封存不爬取,
2400968,1990,10.1002/1097-0142(19900915)66:6<1168::aid-cncr2820660616>3.0.co;2-i,,Independent prognostic value of ploidy in colorectal cancer. A prospective study using image cytometry.,archived,,0,2000年前，封存不爬取,
2412188,1985,,,"[Experience in the use of the tumor markers CEA, GICA and TPA in the postoperative monitoring of colorectal neoplasms].",archived,,0,2000年前，封存不爬取,
2412359,1985,,,[Therapy of elderly cancer patients from the viewpoint of the radiologist].,archived,,0,2000年前，封存不爬取,
2413510,1985,10.1055/s-2008-1052814,,[Percutaneous intra-arterial infusion and embolization of the liver metastases of colorectal carcinomas].,archived,,0,2000年前，封存不爬取,
2421590,1986,10.1016/0002-9610(86)90101-7,,The preoperative liver scan and surgical decision-making in patients with colorectal cancer.,archived,,0,2000年前，封存不爬取,
2421591,1986,10.1016/0002-9610(86)90102-9,,Osseous metastases from colorectal carcinoma.,archived,,0,2000年前，封存不爬取,
2424074,1986,,,Detection of recurrent rectal carcinoma with computed tomography.,archived,,0,2000年前，封存不爬取,
