PMID,SourceRoute,License,LicenseStatus
7044253,,unverified,unverified
7053548,,unverified,unverified
7054856,,unverified,unverified
7059921,,unverified,unverified
7067557,,unverified,unverified
7070239,,unverified,unverified
7072521,,unverified,unverified
7077855,,unverified,unverified
7079708,,unverified,unverified
7084239,,unverified,unverified
7089222,,unverified,unverified
7098346,,unverified,unverified
7104612,,unverified,unverified
7104968,,unverified,unverified
7105898,,unverified,unverified
7106495,,unverified,unverified
7108841,,unverified,unverified
7111786,,unverified,unverified
7112000,,unverified,unverified
7117750,,unverified,unverified
7122875,,unverified,unverified
7123580,,unverified,unverified
7127037,,unverified,unverified
7132895,,unverified,unverified
7134620,,unverified,unverified
7136415,,unverified,unverified
7157085,,unverified,unverified
7166148,,unverified,unverified
7169004,,unverified,unverified
7169874,,unverified,unverified
7184397,,unverified,unverified
7186832,,unverified,unverified
7210485,,unverified,unverified
7212491,,unverified,unverified
7212797,,unverified,unverified
7219302,,unverified,unverified
7222838,,unverified,unverified
7233799,,unverified,unverified
7237381,,unverified,unverified
7257691,,unverified,unverified
7260522,,unverified,unverified
7262502,,unverified,unverified
7272669,,unverified,unverified
7277147,,unverified,unverified
7279698,,unverified,unverified
7280227,,unverified,unverified
7285616,,unverified,unverified
7289071,,unverified,unverified
7289072,,unverified,unverified
7289075,,unverified,unverified
7289674,,unverified,unverified
7291518,,unverified,unverified
7291586,,unverified,unverified
7292456,,unverified,unverified
7302230,,unverified,unverified
7302484,,unverified,unverified
7311194,,unverified,unverified
7312790,,unverified,unverified
7313730,,unverified,unverified
7317742,,unverified,unverified
7320294,,unverified,unverified
7322073,,unverified,unverified
7337921,,unverified,unverified
7338617,,unverified,unverified
7340347,,unverified,unverified
7340715,,unverified,unverified
7347117,,unverified,unverified
7349802,,unverified,unverified
7355217,,unverified,unverified
7357242,,unverified,unverified
7357516,,unverified,unverified
7358255,,unverified,unverified
7366019,,unverified,unverified
7393036,,unverified,unverified
7393460,,unverified,unverified
7397693,,unverified,unverified
7408621,,unverified,unverified
7416960,,unverified,unverified
7433888,,unverified,unverified
7446716,,unverified,unverified
7450459,,unverified,unverified
7455023,,unverified,unverified
7455050,,unverified,unverified
7466578,,unverified,unverified
7480672,,unverified,unverified
7480739,,unverified,unverified
7480740,,unverified,unverified
7490320,,unverified,unverified
7492817,,unverified,unverified
7514303,,unverified,unverified
7549750,,unverified,unverified
7553684,,unverified,unverified
7554742,,unverified,unverified
7560320,,unverified,unverified
7569062,,unverified,unverified
7569064,,unverified,unverified
7569065,,unverified,unverified
7569068,,unverified,unverified
7569069,,unverified,unverified
7591890,,unverified,unverified
7597226,,unverified,unverified
7601048,,unverified,unverified
7622689,,unverified,unverified
7644451,,unverified,unverified
7645472,,unverified,unverified
7645930,,unverified,unverified
7652666,,unverified,unverified
7659856,,unverified,unverified
7666087,,unverified,unverified
7742575,,unverified,unverified
7743838,,unverified,unverified
7745937,,unverified,unverified
7751874,,unverified,unverified
7754117,,unverified,unverified
7763024,,unverified,unverified
7773931,,unverified,unverified
7779721,,unverified,unverified
7794081,,unverified,unverified
7794602,,unverified,unverified
7801595,,unverified,unverified
7805492,,unverified,unverified
7834434,,unverified,unverified
7841406,,unverified,unverified
7863431,,unverified,unverified
7878239,,unverified,unverified
7878508,,unverified,unverified
7882773,,unverified,unverified
7919246,,unverified,unverified
7931827,,unverified,unverified
7948175,,unverified,unverified
7956955,,unverified,unverified
7962800,,unverified,unverified
7972904,,unverified,unverified
7989979,,unverified,unverified
8009660,,unverified,unverified
8012001,,unverified,unverified
8033006,,unverified,unverified
8044620,,unverified,unverified
8055723,,unverified,unverified
8061898,,unverified,unverified
8064191,,unverified,unverified
8066189,,unverified,unverified
8087711,,unverified,unverified
8113102,,unverified,unverified
8115616,,unverified,unverified
8126277,,unverified,unverified
8128038,,unverified,unverified
8152691,,unverified,unverified
8168408,,unverified,unverified
8177949,,unverified,unverified
8204403,,unverified,unverified
8208466,,unverified,unverified
8210369,,unverified,unverified
8217238,,unverified,unverified
8217240,,unverified,unverified
8220042,,unverified,unverified
8223065,,unverified,unverified
8223123,,unverified,unverified
8233243,,unverified,unverified
8233244,,unverified,unverified
8234720,,unverified,unverified
8240891,,unverified,unverified
8242578,,unverified,unverified
8261872,,unverified,unverified
8271898,,unverified,unverified
8306836,,unverified,unverified
8310150,,unverified,unverified
8330692,,unverified,unverified
8333373,,unverified,unverified
8343279,,unverified,unverified
8348494,,unverified,unverified
8369941,,unverified,unverified
8370828,,unverified,unverified
8374111,,unverified,unverified
8379605,,unverified,unverified
8384868,,unverified,unverified
8389662,,unverified,unverified
8398268,,unverified,unverified
8409691,,unverified,unverified
8419443,,unverified,unverified
8448394,,unverified,unverified
8462013,,unverified,unverified
8465017,,unverified,unverified
8489812,,unverified,unverified
8493073,,unverified,unverified
8500374,,unverified,unverified
8508383,,unverified,unverified
8508385,,unverified,unverified
8508386,,unverified,unverified
8508387,,unverified,unverified
8508392,,unverified,unverified
8528485,,unverified,unverified
8547624,,unverified,unverified
8583876,,unverified,unverified
8617053,,unverified,unverified
8621293,,unverified,unverified
8657938,,unverified,unverified
8657944,,unverified,unverified
8661545,,unverified,unverified
8661581,,unverified,unverified
8661824,,unverified,unverified
8661826,,unverified,unverified
8667749,,unverified,unverified
8673995,,unverified,unverified
8679975,,unverified,unverified
8685340,,unverified,unverified
8685749,,unverified,unverified
8687145,,unverified,unverified
8689836,,unverified,unverified
8693127,,unverified,unverified
8695262,,unverified,unverified
8696700,,unverified,unverified
8708720,,unverified,unverified
8710467,,unverified,unverified
8720005,,unverified,unverified
8724412,,unverified,unverified
8726186,,unverified,unverified
8726827,,unverified,unverified
8732093,,unverified,unverified
8737501,,unverified,unverified
8751414,,unverified,unverified
8756850,,unverified,unverified
8772070,,unverified,unverified
8781143,,unverified,unverified
8793428,,unverified,unverified
8809951,,unverified,unverified
8816548,,unverified,unverified
8822748,,unverified,unverified
8829284,,unverified,unverified
8831519,,unverified,unverified
8831735,,unverified,unverified
8837299,,unverified,unverified
8848729,,unverified,unverified
8869044,,unverified,unverified
8876904,,unverified,unverified
8877472,,unverified,unverified
8893338,,unverified,unverified
8909304,,unverified,unverified
8915293,,unverified,unverified
8915295,,unverified,unverified
8918430,,unverified,unverified
8929041,,unverified,unverified
8949653,,unverified,unverified
8949758,,unverified,unverified
8953601,,unverified,unverified
8961679,,unverified,unverified
8969665,,unverified,unverified
8975392,,unverified,unverified
8982844,,unverified,unverified
9007621,,unverified,unverified
9010096,,unverified,unverified
9051048,,unverified,unverified
9064391,,unverified,unverified
9072842,,unverified,unverified
9073057,,unverified,unverified
9075747,,unverified,unverified
9107663,,unverified,unverified
9107664,,unverified,unverified
9107665,,unverified,unverified
9112909,,unverified,unverified
9122417,,unverified,unverified
9127810,,unverified,unverified
9129408,,unverified,unverified
9135647,,unverified,unverified
9136107,,unverified,unverified
9148206,,unverified,unverified
9168072,,unverified,unverified
9168702,,unverified,unverified
9171763,,unverified,unverified
9176753,,unverified,unverified
9187227,,unverified,unverified
9191433,,unverified,unverified
9191437,,unverified,unverified
9221848,,unverified,unverified
9221850,,unverified,unverified
9235639,,unverified,unverified
9239599,,unverified,unverified
9239608,,unverified,unverified
9248087,,unverified,unverified
9263539,,unverified,unverified
9265373,,unverified,unverified
9298295,,unverified,unverified
9300741,,unverified,unverified
9332240,,unverified,unverified
9333352,,unverified,unverified
9333494,,unverified,unverified
9382505,,unverified,unverified
9386051,,unverified,unverified
9388521,,unverified,unverified
9393524,,unverified,unverified
9400845,,unverified,unverified
9428914,,unverified,unverified
9431339,,unverified,unverified
9442120,,unverified,unverified
9442955,,unverified,unverified
9448765,,unverified,unverified
9449446,,unverified,unverified
9460109,,unverified,unverified
9479977,,unverified,unverified
9479992,,unverified,unverified
9486612,,unverified,unverified
9492970,,unverified,unverified
9498205,,unverified,unverified
9516585,,unverified,unverified
9535599,,unverified,unverified
9544678,,unverified,unverified
9551109,,unverified,unverified
9568652,,unverified,unverified
9574621,,unverified,unverified
9584461,,unverified,unverified
9601965,,unverified,unverified
9607618,,unverified,unverified
9631903,,unverified,unverified
9662242,,unverified,unverified
9667276,,unverified,unverified
9670247,,unverified,unverified
9670251,,unverified,unverified
9678379,,unverified,unverified
9679614,,unverified,unverified
9679899,,unverified,unverified
9704963,,unverified,unverified
9707828,,unverified,unverified
9718009,,unverified,unverified
9719124,,unverified,unverified
9719132,,unverified,unverified
9730411,,unverified,unverified
9735391,,unverified,unverified
9739380,,unverified,unverified
9744602,,unverified,unverified
9755749,,unverified,unverified
9762288,,unverified,unverified
9788411,,unverified,unverified
9788412,,unverified,unverified
9795704,,unverified,unverified
9810332,,unverified,unverified
9824365,,unverified,unverified
9827400,,unverified,unverified
9829374,,unverified,unverified
9829379,,unverified,unverified
9829383,,unverified,unverified
9841771,,unverified,unverified
9860327,,unverified,unverified
9881074,,unverified,unverified
9888473,,unverified,unverified
9921970,,unverified,unverified
9922186,,unverified,unverified
9926806,,unverified,unverified
9931984,,unverified,unverified
9933385,,unverified,unverified
10063380,,unverified,unverified
10074212,,unverified,unverified
10082181,,unverified,unverified
10087112,,unverified,unverified
10091757,,unverified,unverified
10098437,,unverified,unverified
10100797,,unverified,unverified
10188860,,unverified,unverified
10189474,,unverified,unverified
10210933,,unverified,unverified
10219795,,unverified,unverified
10336195,,unverified,unverified
10341684,,unverified,unverified
10362879,,unverified,unverified
10384334,,unverified,unverified
10388005,,unverified,unverified
10389329,,unverified,unverified
10408404,,unverified,unverified
10417568,,unverified,unverified
10421395,,unverified,unverified
10470878,,unverified,unverified
10470879,,unverified,unverified
10470880,,unverified,unverified
10486538,,unverified,unverified
